,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
1082,파르바나 - 아프가니스탄의 눈물,Movie,2017,8.4,1시간 34분,전쟁,드라마,애니메이션,"Saara Chaudry, Soma Bhatia, Laara Sadiq, Shaista Latif, Ali Badshah, Kawa Ada",Nora Twomey,"탈레반의 지배하에 있던 카불, 그곳에 파바나(Parvana)의 가족이 힘겹게 살아가고 있습니다. 파바나는 아빠 누룰라(Nurullah)와 함께 문맹자들을 위해 대신 글을 읽어주거나 써주는 일을 하고 있습니다. 그러던 어느 날 탈레반 군인들이 파바나의 집에 쳐들어와 누룰라를 잡아 감옥에 가둡니다. 이젠 돈벌이는 커녕 집밖에 나가서 음식을 사거나 함부로 돌아다니는 것 조차 할 수 없게 되었습니다. 결국 머리를 자르는 파바나, 엄마 파트마(Fattema)와 언니 소라야(Soraya), 그리고 어린 남동생 자키(Zaki)를 위해 파바나는 가장 노릇을 해야만 합니다. 그리고 거리에서 만나게 된 친구 샤지아(Shauzia). 샤지아 또한 머리를 자르고 남장을 하고 가족의 생활을 책임지고 있습니다. 파바나에게는 목표가 생겼습니다. 어떻게든 돈을 모아 감옥에 가서 아빠를 만나는 것입니다. 파바나는 성공할 수 있을까요.."
1083,콘크리트 카우보이,Movie,2020,7.0,1시간 51분,서부,드라마,,"Idris Elba, Caleb McLaughlin, Jharrel Jerome, Byron Bowers, Lorraine Toussaint, Method Man",Ricky Staub,"반항적인 10대 소년 콜은 숱한 사고를 치던 끝에 필라델피아 북부에서 여름을 보내게 된다. 서먹한 아버지가 있는 그곳, 범죄의 세계가 유혹하는 도시에서. 하지만 그의 아버지가 속한 도시 카우보이 공동체의 생기 넘치는 문화에 젖어 들며, 콜은 조금씩 변하기 시작한다."
1084,굿모닝 에브리원,Movie,2010,7.1,1시간 47분,코미디,드라마,로맨스,"Rachel McAdams, Harrison Ford, Patrick Wilson, Jeff Goldblum, Diane Keaton, 50 Cent",Roger Michell,지방방송국 PD였던 베키 풀러는 해고된 뒤 어렵게 메이저방송국에 취직한다. 하지만 그녀가 맡은 프로그램은 시청률 최저의 모닝쇼 ‘데이 브레이크’. 베키는 시청률을 올리기 위해 전설의 앵커 마이크 포메로이를 영입하지만 그것은 일생일대 최악의 선택이 되고 이로 인해 새로 시작된 사랑도 위기에 빠지는데…
1085,유랑지구,Movie,2019,6.9,2시간 6분,SF,드라마,액션,"Qu Chuxiao, Li Guangjie, Zhao Jinmai, Wu Jing, Ng Man-tat, Michael Kai Sui",Frant Gwo,"가까운 미래, 태양계 소멸 위기를 맞은 지구는 영하 70도의 이상 기후와 함께 목성과의 충돌이라는 대재앙에 직면한다. 그러자, 전 세계 연합정부는 지구 자체를 태양계 밖으로 이동시키기 위한 범우주적 인류이민계획을 세우는데…"
1086,브레이킹 던 Part 2,Movie,2012,6.9,1시간 55분,판타지,로맨스,드라마,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene",Bill Condon,"르네즈미를 잉태하면서 죽음의 순간까지 닿았던 벨라는 그녀를 살리기 위한 에드워드의 노력으로 마침내 뱀파이어로 다시 태어나고, 제이콥이 자신의 딸 르네즈미에게 ‘각인’되었다는 사실을 알고 충격에 빠진다. 한편 르네즈미를 뱀파이어에게 위험한 ‘불멸의 아이’라고 판단한 볼투리가는 그녀를 제거하기 위해 군대를 모으기 시작한다. 신이 허락하지 않은 인간과 뱀파이어의 사랑이 불러 온 위험천만한 전운이 컬렌가를 감돌고 벨라와 르네즈미를 지키기 위해 전세계에 흩어져 있는 뱀파이어들을 모은 에드워드는 볼투리의 군대와 최후의 전쟁을 시작하는데... 전세계가 열광하는 매혹적인 판타지 대서사의 화려한 피날레가 마침내 시작된다!"
1087,트리플 9,Movie,2016,6.8,1시간 55분,스릴러,액션,범죄,"Chiwetel Ejiofor, Casey Affleck, Anthony Mackie, Woody Harrelson, Aaron Paul, Kate Winslet",John Hillcoat,"4인조 은행강도가 은행을 휩쓸고 갔지만 돈은 그대로 있는 의문의 사건이 발생한다. 경찰은 그들을 쫓지만 실마리 조차 잡지 못한 채 놓치고 만다. 한편 범죄조직의 리더인 ‘마이클’은 인질로 잡힌 가족을 위해 마지막 범죄를 계획한다. 하지만 완벽한 보안으로 범죄의 성공은 불가능한 미션이 된다. 결국 그들은 시간을 벌기 위해 전 도시의 경찰들을 유인할 수 있는 유일한 방법인 경찰 피살 코드 ‘트리플 9’을 발동시키기로 한다. 마침내 D-day가 오고, 완벽한 범죄를 위한 경찰 살해가 벌어지는데… 범죄를 계획하는 자, 실행하려는 자, 막으려는 자들의 목숨을 건 한 판이 시작된다!!"
1088,더 스웜,Movie,2020,6.2,1시간 41분,공포,판타지,드라마,"Suliane Brahim, Sofian Khammes, Marie Narbonne, Raphael Romand, Nathalie Boyer, Victor Bonnel",Just Philippot,"식용 메뚜기 사육을 시작한 싱글맘 비르지니. 기대만큼 번식은 되지 않고, 농장 운영도 생활도 갈수록 팍팍하다. 그렇게 지쳐가던 중 메뚜기가 특정 먹이에 광분한다는 사실을 발견하는데. 그렇다, 놈들이 피 맛을 알아버린 것이다."
1089,마이클 잭슨의 디스 이즈 잇,Movie,2009,7.9,1시간 51분,다큐멘터리,음악,드라마,"Michael Jackson, Orianthi, Kenny Ortega, Dorian Holley, Patrick Woodroffe, Bashiri Johnson",Kenny Ortega,"팝 황제 마이클 잭슨의 마지막 리허설 모습을 담은 다큐멘터리. 7월 런던을 시작으로 50일간 예정되어 있던 투어의 정식 명칭으로 사망 몇일전인 지난 6월 LA스테이플스 센터에서 진행된 리허설을 중심으로, 지인들의 인터뷰와 그의 음악인생을 조명하는 미공개 영상들로 구성될 예정."
1090,무간도,Movie,2002,8.6,1시간 40분,스릴러,범죄,드라마,", , Andy Lau, Tony Leung Chiu-wai, Anthony Wong, Eric Tsang",Andrew Lau,홍콩 경찰의 비밀 요원인 진영인(양조위). 경찰학교에서 훈련을 받다가 발탁된 그는 범죄 조직 삼합회에 잠입하여 10년째 조직원을 위장한 스파이로 살아가고 있다. 전과 8범에 2번의 형기를 치른 완벽한 범죄자가 되어 있는 그는 현재 보스 한침이 가장 신임하는 심복이기도 하다. 삼합회의 숨은 조직원 유건명(유덕화). 18살 때부터 경찰에 잠입해 스파이로 활동해온 그는 현재 경찰 내에서 가장 뛰어난 강력반 요원으로 인정받고 있다. 경찰로서의 경력이 벌써 10년째에 이르는 그는 이제 그만 조직원으로서의 신분을 버리고 싶어한다.
1091,어둠을 보았다,Movie,2020,7.0,1시간 29분,드라마,스릴러,,"Madelaine Petsch, Alexander Koch, December Ensminger, Lee Jones, Deniz Akdeniz, Jarrod Crawford",Cooper Karl,괴한의 습격으로 한순간에 시력을 잃은 바이올리니스트. 멀리 있는 가족을 대신해 여러 낯선 이들이 그녀의 회복을 돕는다. 하지만 언제부턴가 시작된 주변 사람들의 이상 행동. 지금 그녀에겐 무슨 일이 일어나고 있는 걸까.
1092,귀여워,Movie,2004,4.9,1시간 57분,코미디,드라마,,"Kim Suk-hoon, Jung Jae-young, Ye Ji-won, Jang Sun-woo, Park Sun-woo, Park Hee-soon",Kim Soo-hyun,"어머니는 제각각 이지만 그 딴 건 애저녁에 관심 없는 동갑내기 형제가 있습니다. 이들 중 장남은 퀵서비스맨 963입니다. 괜히 우울한 척, 센치한 척 후까시 팍팍 부리는 고독한 라이더죠. 둘째 개코는 발라당 까져서는 애비를 우습게 여기지만, 그래도 젤 효잡니다. 늘그막의 적적함을 눈치 빠르게 알아주거든요. 아버지 장수로 씨는 한때 최고로 많이 퍼뜨려졌던 씨(?)입니다. 아들 점지를 위해 찾아온 여인네들마다 씨를 나누어 주어 한 이름 날렸던... 다 한 때 얘깁죠. 여기에 뒤늦게 합류한 아들이 있습니다. 셋째라고 하기엔 좀 뭐시기 하지만 가장 늦게 이 집의 멤버가 된 죄로 셋째가 되어버린 아주 뭐시기한 건달, 뭐시기. 철거깡패인 그는 부수고 때리러 온 황학동에서 아버지와 배다른 형제들을 만납니다. 그리고 이렇게 발랄한(?) 집안에 한 여자가 나타납니다."
1093,너의 췌장을 먹고 싶어,Movie,2018,9.0,1시간 48분,로맨스,드라마,가족,"Mahiro Takasugi, Lynn, Jun Fukushima, Shin-ichiro Miki, Atsuko Tanaka, Yuma Uchida",Shinichiro Ushijima,"어느 날, 우연히 주운 한 권의 「공병문고」를 통해 ‘나’는 학급 최고의 인기인 ‘사쿠라’의 비밀과 마주하게 된다. 비밀을 숨긴 채 살아가는 ‘사쿠라’와 그 비밀을 아는 유일한 클래스메이트 ‘나’"
1094,뉴니스,Movie,2017,6.9,1시간 52분,드라마,로맨스,,"Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton, Matthew Gray Gubler, Pom Klementieff",Drake Doremus,"데이팅 어플을 통해 만나게 된 마틴(니콜라스 홀트)과 가비(라이아 코스타). 가벼운 만남으로 시작했지만 서로의 매력에 빠져 이내 새로운 연인이 된다. 하지만 사랑이 깊어질수록, 서로를 좀 더 알아갈수록 애증도 함께 깊어지고… 서로에게 몰두하던 마틴과 가비에게도 위기가 찾아온다. 너무 사랑하는데, 지금 이대로 괜찮은 걸까? 사랑을 지키기 위해 우리는 무엇을 할 수 있을까? 서로를 어디까지 믿을 수 있을까?"
1095,개구쟁이 스머프,Movie,2011,6.4,1시간 43분,판타지,애니메이션,코미디,"Hank Azaria, Neil Patrick Harris, Jayma Mays, Sofía Vergara, Tim Gunn, Jonathan Winters",Raja Gosnell,"평화로운 스머프 마을에 들이닥친 사악한 마법사 가가멜의 습격! ‘파란 달’이 뜰 때만 열리는 마법의 문을 통해 가가멜을 따돌린 스머프들은 지금껏 한번도 보지 못했던 인간세상, 그것도 가장 화려하고 정신없는 뉴욕 도심 한복판에 떨어진다. 뉴욕에서 만난 패트릭, 그레이스 부부와 만나 친구가 된 파파 스머프와 스머프들이 스머프 마을로 돌아가기 위해 다시 ‘파란 달’을 띄우려 고군분투하는 사이, 뉴욕까지 쫓아온 가가멜과 아즈라엘이 추격해오기 시작하는데…"
1096,"핫 기믹: 소녀, 소년을 만나다",Movie,2019,6.9,1시간 59분,드라마,,,"Miona Hori, Hiroya Shimizu, Mizuki Itagaki, Shotaro Mamiya, Hiyori Sakurada, Kaisei Kamimura",Yuki Yamato,"네 노예가 되라고? 건방진 이웃 남자애 때문에, 평범했던 십 대 소녀의 삶이 뒤흔들린다. 미움과 사랑이 뒤엉키는 둘의 관계. 두 사람은 진정한 믿음과 행복을 알게 될까?"
1097,철의 심장을 가진 남자,Movie,2017,7.2,2시간 0분,스릴러,전쟁,액션,"Jason Clarke, Rosamund Pike, Jack O'Connell, Jack Reynor, Mia Wasikowska, Stephen Graham",Cédric Jimenez,"1938년 체코는 독일에 의해 합병을 당한다. 나치는 체코를 독일 3제국 보호령으로 임명을 하고, 해군에서 불미스런 사건으로 강제 전역을 당한 하이드리히(제이슨 클락)를 총독 대리로 파견하게 된다. 그리고 시작된 유대인 학살 정책들. 런던에서는 하이드리히를 암살한 두 명의 요원을 파견하게 되고, 그들은 체코에 있는 비밀 결사 조직의 도움을 얻어 계획을 준비하게 된다. 점점 다가오는 하이드리히 암살 작전. 하지만 그들이 계획을 실행하기 직전 체코 비밀 조직이 적들의 습격에 당하게 되면서 계획에는 큰 차질을 빚게 된다. 과연 그들은 하이드리히의 암살 작전을 무사히 성공 시킬 수 있을 것인가?"
1098,크리스마스 스위치 - 한 번 더 바꿔?,Movie,2020,7.8,1시간 37분,코미디,,,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Suanne Braun, Mark Fleischmann, Lachlan Nieboer",Mike Rohl,"마거릿의 대관식이 다가온다. 왕관을 쓰기 전에, 시간이 필요하다. 마거릿과 연인 케빈의 관계를 회복할 시간이. 한 번 더 바꿔보려는 마거릿과 스테이시. 그들의 깜찍한 계획은 이번에도 성공할까? 아니면 새로운 닮은꼴, 파티광 피오나가 크리스마스를 망쳐버릴까?"
1099,루킹 글라스,Movie,2018,5.3,1시간 43분,스릴러,드라마,,"Nicolas Cage, Robin Tunney, Marc Blucas, Ernie Lively, Jacque Gray, Bill Bolender",Tim Hunter,"6살짜리 딸을 사고로 잃은 레이와 매기 부부는 새로운 곳에서 새 출발을 하기 위해 사막에 있는 모텔을 산다. 레이는 우연히 모텔 10번 방과 이어지는 비밀 통로를 발견하고 밤마다 그곳에 가 몰래 손님들을 지켜본다. 그러던 어느 날 모텔에 묵었던 손님이 사막에서 시신으로 발견되고, 이후로 레이와 매기의 주변에서는 계속 이상한 일이 벌어지는데…"
1100,군함도,Movie,2017,7.9,2시간 12분,드라마,역사,액션,"Hwang Jung-min, So Ji-sub, Song Joong-ki, Lee Jung-hyun, Kim Su-an, Lee Kyung-young",Ryoo Seung-wan,"1945년 일제강점기, 경성 반도호텔 악단장 강옥(황정민)과 그의 하나뿐인 딸 소희(김수안). 그리고 종로 일대를 주름잡던 주먹 칠성(소지섭), 일제 치하에서 온갖 고초를 겪어온 말년(이정현) 등 각기 다른 사연을 품은 조선인들이 일본에서 돈을 벌 수 있다는 말에 속아 군함도로 향한다. 하지만 그들이 함께 탄 배가 도착한 곳은 조선인들을 강제 징용해 노동자로 착취하고 있던 지옥섬 군함도였다. 영문도 모른 채 끌려온 조선인들이 해저 1,000 미터 깊이의 막장 속에서 매일 가스 폭발의 위험을 감수하며 노역해야 하는 군함도. 강옥은 어떻게 하든 일본인 관리의 비위를 맞춰 딸 소희만이라도 지키기 위해 온갖 수를 다하고, 칠성과 말년은 각자의 방식으로 고통스런 하루하루를 견뎌낸다. 한편 전쟁이 막바지로 치닫자 광복군 소속 OSS 요원 무영(송중기)은 독립운동의 주요인사 구출 작전을 지시 받고 군함도에 잠입하는데..."
1101,로즈 아일랜드 공화국,Movie,2020,7.7,1시간 57분,코미디,드라마,,"Elio Germano, Matilda De Angelis, Fabrizio Bentivoglio, François Cluzet, Tom Wlaschiha, Luca Zingaretti",Sydney Sibilia,"1968년 이탈리아, 정부에게서 벗어나 자신만의 나라를 세운 남자. 바다 한가운데 직접 지은 인공 섬에서 그는 초소형 공화국의 대통령이 된다. 특별한 이상을 꿈꾸던 한 엔지니어의 이야기."
1102,복수의 사도,Movie,2018,6.9,2시간 10분,공포,스릴러,드라마,"Dan Stevens, Michael Sheen, Lucy Boynton, Bill Milner, Kristine Froseth, Mark Lewis Jones",Gareth Evans,"1905년, 토머스 리처드슨은 납치된 여동생 제니퍼를 구하려고 외딴 섬에 침입한다. 정체불명의 사이비 종교 집단이 제니퍼를 풀어주는 대가로 거액의 몸값을 요구한 상태다. 토머스가 비밀과 거짓말로 이뤄진 종교 집단의 실체를 깊숙이 파헤치면서, 이단 세력은 그에게 미끼를 던진 것을 곧 후회하게 된다."
1103,추억의 마니,Movie,2014,8.6,1시간 43분,애니메이션,드라마,가족,"Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima, Toshie Negishi, Ryoko Moriyama",Hiromasa Yonebayashi,12살 소녀 안나는 요양차 방문한 바닷가 마을에서 어디서 본 듯한 낡은 저택을 발견한다. 아무도 살지 않는 듯 보이는 그 곳에서 안나는 금발의 아름다운 소녀 마니를 만나게 된다. 안나는 마니의 초대로 저택의 파티에 참가하지만 신기하게도 다음날 낮에 찾아간 저택은 아무도 살지 않은 폐가가 되어 있다. 그 이후로도 안나와 마니는 함께 시간을 보내지만 알 수 없는 일들이 자꾸 일어난다. 갑자기 마니는 사라져 버리고 낡은 저택에 새롭게 이사온 소녀 사야카는 자신의 방에서 우연히 마니의 일기장을 찾게 된다. 안나와 사야카는 상상조차 할 수 없었던 놀라운 이야기를 발견하게 되는데...
1104,"당신, 거기 있어줄래요",Movie,2016,7.8,1시간 51분,드라마,판타지,로맨스,"Kim Yoon-seok, Byun Yo-han, Chae Seo-jin, Kim Sang-ho, Ahn Se-ha, Park Hye-su",Hong Ji-young,"현재의 수현은 의료 봉사 활동 중 한 소녀의 생명을 구하고 소녀의 할아버지로부터 신비로운 10개의 알약을 답례로 받는다. 호기심에 알약을 삼킨 수현은 순간 잠에 빠져들고 다시 눈을 떴을 때, 30년 전 과거의 자신과 마주하게 된다. 오래된 연인 연아와 행복한 나날을 보내던 과거의 수현은 우연히 길에 쓰러진 남자를 돕게 된다. 남자는 본인이 30년 후의 수현이라 주장하고 황당해하던 과거의 수현은 그가 내미는 증거들을 보고 점차 혼란에 빠진다. 사랑했던 연아를 꼭 한 번 보고 싶었다는 현재 수현의 말에 과거 수현은 알 수 없는 불안감을 느끼고 이어 믿기 힘든 미래에 대해 알게 되는데..."
1105,트리플 프런티어,Movie,2019,7.1,2시간 5분,스릴러,범죄,드라마,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund, Pedro Pascal, Adria Arjona",J.C. Chandor,"마약왕의 돈을 훔치기 위해 다시 뭉친 전직 공수특전단 요원들. 왕년의 실력을 발휘하지만, 예상치 못한 위기가 닥친다. 의리마저 흔들리는 그들, 무사히 해낼 수 있을까."
1106,거북이 달린다,Movie,2009,7.1,1시간 57분,스릴러,드라마,액션,"Kim Yoon-seok, Jung Kyung-ho, Kyeon Mi-ri, Sun Woo-sun, Kim Ji-na, Shin Jung-geun",Lee Yeon-woo,"대한민국을 농락한 신출귀몰 탈주범이 예산에 나타났다! 하는 일이라곤 지역 발전을 위한 소싸움 대회 준비뿐인 시골마을 예산의 형사 조필성. 다섯 살 연상의 마누라 앞에서는 기 한번 못 펴는 한심한 남편이지만, 딸래미의 학교 일일교사 1순위로 꼽힐 정도로 마을에서는 나름 알아주는 형사다. 소싸움 대회를 준비하던 필성은 강력한 우승후보에 대한 정보를 입수하고, 훔쳐 나온 마누라의 쌈짓돈으로 결국 큰 돈을 따게 된다. 난생처음 마누라 앞에서 큰소리 칠 생각에 목이 메이는 조필성. 그러나 기쁨도 잠시! 갑자기 나타난 어린 놈에게 순식간에 돈을 빼앗기고 마는데, 그 놈은 바로 몇 년 전 전국을 떠들썩하게 만들었다가 행방이 묘연해진 탈주범 송기태. 질긴 시골형사의 징한 한판! 흙먼지 날리는 필살기 한방을 날린다! 희대의 탈주범을 눈 앞에서 놓친 필성은 모두에게 그 사실을 알리지만 이런 시골마을에 송기태가 나타났다는 그의 말을 아무도 믿지 않는다. 잃어버린 돈도 찾고, 딸래미 앞에서 영웅이 되고 싶은 마음에 직접 송기태의 은신처를 찾아 덮치지만 이번에는 송기태에게 새끼손가락까지 잘리는 수모를 당한다. 게다가 이 날의 사건이 언론에 공개되자, 예산서 형사들은 탈주범을 놓친 무능한 시골형사로 전락하고 필성은 형사직에서 물러나게 된다. 돈, 명예, 그리고 마지막 자존심까지 빼앗긴 필성. 그 놈을 반드시 자신의 손으로 잡아 형사로서, 그리고 한 남자로서의 명예회복을 위해 본격적으로 나서는데…"
1107,조용한 남자의 분노,Movie,2016,7.3,1시간 32분,스릴러,액션,범죄,"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García",Raúl Arévalo,수년 전 보석상 강도 사건에서 연인을 잃은 호세. 말수가 적은 그는 카페 여주인 아나에게 접근하지만 아나는 그 뒤에 숨겨진 진짜 이유를 알 리가 없다.
1108,마이어로위츠 이야기 (제대로 고른 신작),Movie,2017,7.3,1시간 52분,드라마,코미디,,"Adam Sandler, Ben Stiller, Dustin Hoffman, Emma Thompson, Elizabeth Marvel, Grace Van Patten",Noah Baumbach,마이어로위츠 집안의 세 남매가 연로한 조각가 아버지의 회고전을 준비하기 위해 재회한다. 오랜 세월 동안 뿌리내린 가족의 갈등은 아버지를 떠나보내야 하는 지금 풀릴 수 있을 것인가? 어른이 되었어도 아버지 앞에서는 인정받고 싶은 자식일 뿐. 뉴욕의 괴팍한 예술가 아버지와 세 남매의 범상치 않은 갈등과 긴장이 펼쳐진다.
1109,신석기 블루스,Movie,2004,7.0,1시간 48분,드라마,코미디,,"Lee Sung-jae, Kim Hyun-joo, Shin Yi, Lee Jong-hyuk, Jung Hae-kyun, Jung Jae-young",Do-hyeok Kim,"절세추남 신석기의 유쾌한 인생별곡 절대만족 인생을 발칵 뒤집은 대형사고 목숨 하나 달랑 건지고 인생이 다 뭉개졌다! 엘리베이터 추락사고로 이름은 같은데 외모가 천양지차인 두 남자가 병원에 실려온다. 자고로 미인은 박명이라 했던가. 잘생긴 신석기(이종혁)는 그만 식물인간이 되고, 못생긴 신석기(이성재)만 의식을 회복한다. 그런데 이 남자, 얼굴이 뭉개졌다며 난리가 났다. 의사들은 어이가 없다. “가벼운 찰과상이거든요?” 사연인즉, 두 사람의 몸이 뒤바뀐 것. 생긴 것보다 사는 게 더 너무하다. 적응불가 수습불가 기막힌 대리인생. 절세추남에 천하약골인 몸주인은 먹고 살기도 빠듯한 가난뱅이 국선변호사. 아주 가지가지하는 못난이다. 콧구멍만한 사무실엔 돈 안 되는 의뢰뿐이고, 주제넘은 비서(신이)는 마누라 행세에, 시끄러운 시장 상인들은 성가시게 친한 척이다. 대기업 법무팀장으로 폼나게만 살아온 신석기는 자살을 기도하지만, 이놈의 몸뚱이는 죽는 것도 시원찮다. 대략난감 의뢰인, 병주고 약주기지만 이 마당에 뭘 가려? ‘신뢰할 수 없는 외모’ 때문에 소송의뢰가 없어 춥고 배고프던 어느날, 그에게도 마침내 돈 되는 의뢰인이 나타난다. 그런데 하필 본래몸 시절 자신이 낸 인원감축안에 걸려 부당해고 당한 안내데스크 직원 서진영(김현주). 하지만 못난이로 환골탈태한 그를 알아볼 리 없을 터. 신석기는 진영의 합의금을 노리고, 취향에도 없는 인권변호사 노릇을 시작하는데…"
1110,기동전사 건담: 섬광의 하사웨이,Movie,2021,8.3,1시간 36분,액션,드라마,SF,"Kensho Ono, Reina Ueda, Junichi Suwabe, Soma Saito, Atsumi Tanezaki, Kenjiro Tsuda",Shuko Murase,"제2차 네오디온 전쟁(샤아의 반란) 이후 12년. U.C.0105 —— . 지구연방정부의 부패는 지구오염을 가속화시켜 강제로 민간인을 우주로 끌고 가는 비인도적 정책인 「사람 사냥」도 행해지고 있다. 그런 연방정부 고관을 암살하겠다는 가혹한 행위로 저항을 시작한 것이, 반지구연방정부운동 「마프티」. 리더의 이름은 마프티 나비유 에린. 그 정체는 일년전쟁을 싸운 연방군 대좌 브라이트 노아의 아들 「하사웨이」였다. 아무로 레이와 샤아 아즈나블의 이념과 이상, 의지를 담은 전사로서 길을 개척하려는 하사웨이지만 연방군 대좌 케네스 슬렉과 수수께끼의 미소녀 기 안달루시아와의 만남이 그 운명을 크게 바꿔간다."
1111,실버 스케이트,Movie,2020,8.2,2시간 16분,로맨스,드라마,가족,"Fedor Fedotov, Sonia Priss, Aleksey Guskov, Yuri Kolokolnikov, Severija Janušauskaitė, Kirill Zaytsev",Mikhail Lokshin,꽁꽁 언 상트페테르부르크의 겨울. 스케이트를 타고 배달일을 하던 마트베이는 귀족의 딸과 사랑에 빠진다. 둘을 갈라놓으려는 힘이 폭풍처럼 몰아치는 속에서 남녀는 사랑을 지킬 수 있을 것인가.
1112,에반 올마이티,Movie,2007,6.2,1시간 36분,판타지,코미디,가족,"Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons, Graham Phillips, Angela Martinez",Tom Shadyac,"새 집, 새 자동차, 사랑스러운 가족에, 국회의원 선거 당선까지 막힘 없이 술술 일이 풀리던 에반(스티브 카렐). 기분 좋을 때마다 추는 센스 제로의 댄스 실력과 살짝 소심한 것 빼고는 아무 문제 없던 그에게 이상한 일이 일어나기 시작한다. 매일 맞춰놓지도 않은 새벽 6시 14분에 알람이 울리고, 주문하지도 않은 목재와, 망치, 못과 같은 공구가 배달 되는 것. 실수려니 하고 넘어간 그 앞에 신(모건 프리먼)이 나타나 도시 한복판에 거대한 방주를 세우라는 미션을 내린다. 망치질 한번 해본 적 없는 에반은 코웃음 치며 이를 무시하는데… 하지만 수백 마리의 동물들이 쌍쌍이 모여 그의 뒤를 졸졸 따라 다니기 시작하고 그의 평화로웠던 삶은 방해 받기 시작해 일도 생활도 모두 엉망이 되어 버리고 만다. 결국 신에게 선택받은 에반은 가족과 동물들의 도움을 받아 방주를 제작하기 시작하는데… 과연 신이 내린 이 시련(?)을 에반은 잘 헤쳐나갈 수 있을까?"
1113,이스케이프 플랜 2: 하데스,Movie,2018,5.3,1시간 36분,액션,범죄,SF,"Sylvester Stallone, Dave Bautista, Jesse Metcalfe, 50 Cent, Huang Xiaoming, Wes Chatham",Steven C. Miller,"지상 최고의 탈출 전문가 ‘브레슬린’ 한 때 동료였던 ‘킴브럴’의 배신으로 세계 최고의 지하 감옥 하데스에 동료를 구하기 위해 스스로 들어간다. 하지만 하데스는 24시간 마다 위치가 바뀌고, 최첨단 AI 로봇 시스템으로 관리되는 탈옥 확률 0%의 최악의 감옥! 누구도 내 보낸 적 없는 최악의 감옥 하데스 VS 세계 최고의 탈출 전문가! 전대미문의 탈출이 지금 시작된다!"
1114,역모 - 반란의 시대,Movie,2017,6.5,1시간 43분,액션,드라마,역사,"Jung Hae-in, Kim Ji-hoon, Lee Won-jong, Jo Jae-yoon, Hong Soo-a, Ryu Tae-joon",Kim Hong-sun,1728년 영조 4년. 내금위 사정에서 의금부 포졸로 좌천당한 조선 최고의 검 '김호'는 왕좌를 노리는 역적 '이인좌'와 왕을 제거하려는 어영청 5인방 무사집단이 역모를 꾸미고 있다는 사실을 알게 된다. 하지만 이미 궁궐 안은 간신배들로 가득하고 '김호'는 홀로 역적에 맞서 왕을 지켜야만 하는데... 역사 속에 기록되지 않은 최후의 대결이 시작된다!
1115,치코와 리타,Movie,2010,7.7,1시간 34분,로맨스,애니메이션,음악,"Fernando Trueba, , , , Mario Guerra, Limara Meneses",Tono Errando,"1948년 쿠바의 하바나, 야망에 찬 천재 피아니스트이자 작곡가인 치코는 어느 날 밤 클럽에서 아름다운 목소리로 노래하는 가수 리타와 만난다. 젊음과 재능으로 빛나는 그들은 곧 사랑에 빠지지만 열정과 욕망, 질투와 오해가 뒤엉키며 안타까운 이별을 맞이한다. 그리고 네온사인 화려한 기회의 도시 뉴욕, 이제 막 그곳에 발을 디딘 치코는 스타로서 성공을 눈 앞에 두고 있는 리타와 재회하게 되는데… 하바나에서 뉴욕 그리고 파리, 할리우드, 라스베가스까지, 사랑과 꿈을 쫓는 그들의 뜨거운 여정이 펼쳐진다."
