id,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
1392,인랑,Movie,2018,6.9,2시간 19분,스릴러,액션,SF,"Gang Dong-won, Han Hyo-joo, Kim Moo-yul, Jung Woo-sung, Heo Joon-ho, Han Yeri",Kim Jee-woon,"남북한 정부가 통일준비 5개년 계획을 선포한 후, 강대국의 경제 제재가 이어지고, 민생이 악화되는 등 지옥 같은 시간이 이어지고 있는 혼돈의 2029년. 자원은 고갈되고 빈곤층이 늘어나면서 도시가 황폐해지자, 통일에 반대하는 반정부 무장테러단체 섹트가 등장한다. 섹트를 진압하기 위해 설립된 대통령 직속의 새로운 경찰조직 특기대는 정국의 주도권을 장악하고, 이에 입지가 줄어든 정보기관공안부는 특기대를 말살할 음모를 꾸민다. 절대 권력기관 간의 피비린내 나는 암투 사이, 특기대 내 비밀조직 인랑에 대한 소문이 떠도는데..."
1393,레지던트 이블: 댐네이션,Movie,2012,7.5,1시간 40분,애니메이션,액션,스릴러,"Matthew Mercer, Courtenay Taylor, Robin Sachs, Carolyn Lawrence, Dave Wittenberg, Wendee Lee",Makoto Kamiya,"지옥보다 더한 하루가 시작된다! 미 대통령 직속 비밀 요원 레온 S. 케네디는 내전이 계속되는 동유럽의 소국, 동 슬라브 공화국에서 생물 병기 B.O.W.가 실전 투입되고 있다는 정보를 입수하고, 단독 잠입한다. 그러나 이후 미국 정부는 동 슬라브 공화국으로부터의 철퇴를 결정하고, 레온에게도 급히 귀국하라는 명령이 떨어진다. 그러나 레온은 자신의 임무를 떠나 B.O.W.가 불러올 인류의 비극적인 미래를 생각하며, 상부의 명령을 무시하고 전장에 단독으로 뛰어든다. 지옥같이 처참하고 위험한 전쟁이 시작된다."
1394,더 포토그래프,Movie,2020,6.9,1시간 46분,드라마,로맨스,,"Issa Rae, Lakeith Stanfield, Chanté Adams, Y'lan Noel, Kelvin Harrison Jr., Lil Rel Howery",Stella Meghie,소원했던 사진가 어머니의 장례식을 치른 여성. 취재 차 찾아온 어떤 기자와 사랑에 빠진 그녀는 어머니의 유품인 편지와 사진을 통해 가족의 비밀을 알아간다. 과거 속 어머니의 사랑을 만나면서 현재 자신의 사랑도 찾아가는 이야기.
1395,휴먼 캐피탈,Movie,2014,8,1시간 51분,드라마,범죄,MadeinEurope,"Fabrizio Bentivoglio, Valeria Bruni‑Tedeschi, Fabrizio Gifuni, Valeria Golino, Luigi Lo Cascio, Matilde Gioli",Paolo Virzì,"이탈리아 최고 상류층과 그 삶을 꿈꾸는 중산층이 한자리에 모인 날, 의문의 뺑소니 사고가 일어났다. 유일한 용의자는 상류층의 외아들 ‘마시’. 어떻게 해서든 상류층에 끼고 싶었던 중산층의 가장 ‘디노’는 ‘마시’를 도와줄 방법을 모색한다. 그 방법이 자신의 하나뿐인 딸 ‘세레나’에게 독이 되더라도 말이다. 과연, 돈으로 환산한 인간의 가치는 얼마일까?"
1396,대지에 입맞춤을,Movie,2020,8.8,1시간 25분,다큐멘터리,,,", , Woody Harrelson, David Arquette, Gisele Bündchen, Rosario Dawson",Rebecca Harrell Tickell,"환경을 보호하고 기후 변화를 해결할 수 있는 열쇠. 그것이 바로 토양이라면? 건강한 지구, 더 나은 우리의 터전을 위해 유명 연예인들과 사회운동가, 과학자들이 나섰다. 위대한 대지의 베일이 벗겨지는 순간."
1397,The Most Dangerous Man in Europe,Movie,2020,7.6,1시간 8분,역사,다큐멘터리,,", , Paloma Navarro, Luis María Pardo, José Luis Blanco Corredoira, Ralph P. Ganis",Pedro de Echave,"Waffen-SS officer Otto Skorzeny (1908-75) became famous for his participation in daring military actions during World War II. In 1947 he was judged and imprisoned, but he escaped less than a year later and found a safe haven in Spain, ruled with an iron hand by General Francisco Franco. What did he do during the many years he spent there?"
1398,남자가 사랑할 때,Movie,2014,7.9,2시간 2분,드라마,로맨스,,"Hwang Jung-min, Han Hye-jin, Nam Il-woo, Kwak Do-won, Jeong Man-sik, Kim Hye-eun",Han Dong-wook,"나이만 먹었을 뿐, 대책 없는 이 남자, 아직도 형 집에 얹혀 살며 조카한테 삥 뜯기는 이 남자, 빌려준 돈은 기필코 받아오는 이 남자, 목사라고 인정사정 봐 주지 않는 이 남자, 여자한테 다가갈 땐 바지부터 내리고 보는 막무가내 이 남자, 평생 사랑과는 거리가 멀었던 한 남자가 사랑에 눈 뜨다! 일생에 단 한번, 남자가 사랑할 때"
1399,안시성,Movie,2018,7.8,2시간 15분,액션,역사,전쟁,"Jo In-sung, Nam Joo-hyuk, Park Sung-woong, Bae Sung-woo, Um Tae-goo, Kim Seol-hyun",Kim Kwang-sik,"천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다. 20만 당나라 최강 대군 VS 5천명의 안시성 군사들. 40배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데.. 동아시아 역사상 가장 위대한 승리를 이끈 안시성 전투가 시작된다!"
1400,무드 인디고,Movie,2013,7,2시간 11분,판타지,MadeinEurope,코미디,"Romain Duris, Audrey Tautou, Gad Elmaleh, Omar Sy, Aïssa Maïga, Charlotte Le Bon",Michel Gondry,"칵테일을 제조하는 피아노를 발명해 부자가 된 콜랭과 당대 최고의 철학가 장 솔 파르트르에게 빠진 그의 절친 시크. 두 사람은 우연히 클로에와 알리즈를 만나게 되면서 운명과도 같은 사랑을 시작한다. 서툴지만 진실된 고백으로 클로에와 결혼에 성공한 콜랭. 반면 시크는 알리즈와 함께 파르트르의 강연에 다니고, 그의 물건을 수집하는 등 값비싼 열정을 이어간다."
1401,당갈,Movie,2016,8.8,2시간 41분,드라마,스포츠,액션,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Sakshi Tanwar, Aparshakti Khurana, Zaira Wasim",Nitesh Tiwari,"전직 레슬링 선수였던 ‘마하비르 싱 포갓(아미르 칸)’은 아버지의 반대로 금메달의 꿈을 이루지 못한 채 레슬링을 포기한다. 아들을 통해 꿈을 이루겠다는 생각은 내리 딸만 넷이 태어나면서 좌절된다. 그러던 어느 날, 두 딸이 또래 남자아이들을 신나게 때린 모습에서 잠재력을 발견하고 레슬링 특훈에 돌입한다. 사람들의 따가운 시선과 조롱에도 불구하고 첫째 기타(파티마 사나이 샤크)와 둘째 바비타(삼아 말호 트라)는 아버지의 훈련 속에 재능을 발휘, 승승장구 승리를 거두며 국가대표 레슬러로까지 성장해 마침내 국제대회에 출전한다.하지만 세계의 벽은 높기만 하고 끝없이 이어지는 슬럼프로 연이은 패배만 이어지는데…
 인도를 넘어 전 세계적으로 흥행 기록을 이어가고 있는 당갈은 레슬링을 가리키는 힌디어다. 딸을 레슬링 선수로 키워낸 한 남자의 실화를 바탕으로 아미르 칸이 제작에 참여했으며, 엄격하지만 부성이 넘치는 아빠로 출연해 흥행 신화를 기록한 올해 최고의 화제작."
1402,아이 캔 스피크,Movie,2017,8.2,1시간 59분,드라마,코미디,,"Na Moon-hee, Lee Je-hoon, Seong Yu-bin, Yeom Hye-ran, Lee Sang-hee, Jeong Yeon-joo",Kim Hyun-suk,"온 동네를 휘저으며 무려 8천 건에 달하는 민원을 넣어 도깨비 할매라고 불리는 옥분. 20여 년간 누구도 막을 수 없었던 그녀 앞에 원칙주의 9급 공무원 민재가 나타나면서 팽팽한 긴장감이 흐른다. 민원 접수만큼이나 열심히 공부하던 영어가 좀처럼 늘지 않아 의기소침한 옥분은 원어민 수준의 영어를 구사하는 민재를 본 후 선생님이 되어 달라며 시간과 장소를 불문하고 부탁하기에 이른다. 둘만의 특별한 거래를 통해 결코 어울리지 않을 것 같았던 두 사람의 영어 수업이 시작되고, 함께하는 시간이 계속 될수록 서로를 이해하고 소통하게 되면서 친구이자 가족이 되어 간다. 옥분이 영어 공부에 매달리는 이유가 내내 궁금하던 민재는 어느 날, 그녀가 영어로 꼭 하고 싶은 말이 있다는 것을 알게 되는데…"
1403,루시드 드림,Movie,2017,6.9,1시간 41분,스릴러,SF,,"Go Soo, Sol Kyung-gu, Park Yoo-chun, Kang Hye-jung, Park In-hwan, Cheon Ho-jin",Kim Joon-Sung,"대기업 비리 전문 기자 대호는 3년 전 계획적으로 납치된 아들을 찾기 위해 '루시드 드림’을 이용, 과거의 기억으로 가 범인의 단서를 추적한다. 오른팔에 문신을 한 남자, 사진을 찍던 수상한 남자, 꿈마다 등장하는 의문의 인물까지! 베테랑 형사 방섭과 친구인 정신과 의사 소현의 도움으로 마침내 대호는 모든 단서가 지목하는 한 남자를 마주하게 되는데..."
1404,피케이: 별에서 온 얼간이,Movie,2014,8.5,2시간 33분,드라마,코미디,로맨스,"Aamir Khan, Anushka Sharma, Sushant Singh Rajput, Boman Irani, Sanjay Dutt, Parikshat Sahni",Rajkumar Hirani,"집(우주)으로 돌아갈 리모콘을 도둑 맞은 외계인 피케이(아미르 칸). 되찾을 수 있는 방법은 오직 신만이 알고 있다? 각종 종교 의식을 행하며 신을 찾아 헤매는데.. 우리를 만든 신! 우리가 만든 신! 당신이 믿는 신은 누굽니까? 9월 3일, 신에 대한 발칙한 도발이 시작된다!"
1405,블록 아일랜드 사운드,Movie,2021,5.9,1시간 43분,공포,SF,스릴러,", , Michaela McManus, Chris Sheffield, Neville Archambault, Matilda Lawler",Kevin McManus,"한 어부의 가족이 터전으로 삼아온 섬. 어느 날부터 이상 현상이 발생한다. 죽은 새와 물고기가 떼로 발견되더니, 어부마저 기괴한 행동을 보이기 시작하고. 설명할 순 없지만 이것만은 확실하다, 어둡고 불길한 기운이 섬에 자욱하단 것."
1406,변함없는 자들의 마을,Movie,2018,6.4,1시간 38분,드라마,코미디,,"Ben Mendelsohn, Edie Falco, Thomas Mann, Elizabeth Marvel, Connie Britton, Michael Gaston",Nicole Holofcener,"일과 집, 변함없는 삶에 지친 앤더스. 그는 이혼과 은퇴를 선택하며 인생의 굴레를 벗어던진다. 조각난 자신을 되찾고, 행복해지기 위해. 낯설고 서툰 여정을 시작한다."
1407,거꾸로 가는 남자,Movie,2018,7,1시간 38분,코미디,MadeinEurope,,"Vincent Elbaz, Moon Dailly Monira, Marie-Sophie Ferdane, Blanche Gardin, Pierre Bénézit, Vinnie Dargaud",Éléonore Pourriat,"그에게 여자란 꽃이거나 사냥감. 남성 우월주의자 다미앵, 여성이 지배하는 세상에서 깨어나다! 이제 그는 과거의 자신과 닮은 여성 작가에 맞서 존엄성을 지켜야 한다."
1408,해변의 에트랑제,Movie,2020,8.2,59min,드라마,로맨스,애니메이션,"Taishi Murata, Yoshitsugu Matsuoka, Yu Shimamura, Kanae Ito, Sayaka Nakaya, Hana Sato",Akiyo Ohashi,"오키나와 외딴섬, 해변 벤치에 혼자 멈춰있는 소년 ‘미오’. 그런 미오가 몹시 신경 쓰이는 소설가 지망생 ‘슌’. 우연한 계기로 가까워졌다 생각한 순간, 미오가 돌연 섬을 떠난다. 그리고 3년 후, 그토록 그리워하던 서로를 다시 만난 둘은 이제 마음을 알아가며 서툴지만 따뜻한 사랑을 시작하는데…"
1409,특파원,Movie,2016,6.4,1시간 40분,코미디,,,"Ricky Gervais, Eric Bana, Vera Farmiga, Kelly Macdonald, Benjamin Bratt, Raúl Castillo",Ricky Gervais,"옥신각신하는 한 라디오 방송팀이 여권을 잃어버리면서 교전 지역에서 직접 보도하는 것처럼 계략을 꾸미고, 그로 인해 상황은 점점 꼬이기 시작한다."
1410,내 친구들은 모두 죽었다,Movie,2020,6.5,1시간 35분,스릴러,코미디,범죄,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Woronowicz, Monika Krzywkowska, Paulina Gałązka, Aleksandra Pisula",Jan Belcl,"한 집에 모여 새해 전야 파티를 벌이는 청춘 남녀. 시작은 좋았다. 하지만 장난에서 비롯된 사고가 걷잡을 수 없이 커지고, 사랑과 배신이 뒤얽힌 모두의 비밀이 하나둘 터져 나오니, 그 끝은 생지옥. 이승에서의 새해맞이는 글렀다."
1411,바다가 들린다,Movie,1993,7.1,1시간 12분,드라마,로맨스,애니메이션,"Shinji Takeda, Hitomi Satô, Saki Takaoka, Yasufumi Hayashi, Yoshihiko Hakamada, Junichi Ishida",Masahiro Nakano,"모리사키 타쿠는 도쿄에서 대학에 다니고 있다. 그는 방학을 맞이하여 고향인 코우치로 향하는 비행기로 몸을 싣는다. 그는 고등학교의 마지막 두해동안 벌어졌던 일들을 회상하기 시작한다. 고2때 전학온 무토우 리카쿠는 코우치의 모든 것들에 적응을 잘 못하는 소녀이다. 공부도 잘하고 예쁘지만 왠지 무시하는 눈치이다. 그녀는 많은 다른 학생들의 부러움과 질시를 동시에 받는다. 타쿠에게는 그가 특별하게 생각하는 절친한 친구인 마츠노 유타카란 친구가 있다. 마츠노는 자주 그에게 그가 리카쿠를 마음에 두고 있음을 말한다. 하지만 수학여행 때 리코쿠에게 돈을 빌려준 것을 계기로 타쿠는 그녀가 아버지를 만나러 떠난 도쿄 여행을 함께 하게 되고 또한 그 도쿄 여행으로 인해 타쿠와 마츠노의 사이가 멀어진다. 세월이 지나 그들 셋은 각자 다른 지역의 대학으로 들어가고, 드디어 타쿠가 코우치에 다시 돌아오게 된다. 동창회가 열리기 전날 마츠노는 자신이 비로소 예전에 타쿠가 리카쿠를 좋아했었다는 것을 알게 되었다고 말한다. 그리고 타쿠는 동창회에서 리카쿠를 만난 친구로부터 자신을 찾으러 도쿄로 떠난 리카쿠의 이야기를 듣게 된다."
1412,아넬카: 문제적 저니맨,Movie,2020,7.1,1시간 34분,다큐멘터리,스포츠,,"Nicolas Anelka, Thierry Henry, Omar Sy, Arsène Wenger, Didier Drogba, Emmanuel Petit",Frank Nataf,세상은 그에 대해 얼마나 알고 있는가. 월드 클래스 선수? 아니면 트러블 메이커? 축구계에 혜성처럼 등장해 다양한 위업과 논란을 동시에 쌓은 이 전무후무한 스포츠맨의 진짜 모습. 아넬카의 발자취를 재조명하며 그 베일을 벗긴다.
1413,팀 폭스캐처,Movie,2016,7.9,1시간 31분,다큐멘터리,범죄,역사,"Dave Schultz, Nancy Schultz, John E. du Pont, Dan Chaid, Mark Schultz, Valentin Yordanov",Jon Greenhalgh,최초로 공개되는 홈 비디오가 포함된 이 영화는 존 E. 듀폰의 편집증적인 몰락 과정과 올림픽 레슬링 선수 데이브 슐츠의 살해 사건을 다룬다.
1414,리틀 빅 마우스,Movie,2021,5.4,1시간 34분,로맨스,코미디,음악,", , Amanda Du-Pont, Naymaps Maphalala, James Borthwick, Brady Hofmeyr",Gray Hofmeyr,밴드에서 쫓겨나 떠돌이가 된 기타리스트. 우여곡절 끝에 싱글 맘의 집에서 신세를 진다. 자유분방 뮤지션을 엄마에게서 떼어내기 위해 짓궂은 장난 세례를 퍼붓는 소년. 누가 이기나 해보자고요!
1415,수상한 그녀,Movie,2014,7.8,2시간 4분,코미디,드라마,판타지,"Shim Eun-kyung, Lee Jin-wook, Jung Jin-young, Park In-hwan, Sung Dong-il, Na Moon-hee",Hwang Dong-hyuk,"아들 자랑이 유일한 낙인 욕쟁이 칠순 할매 오말순은 어느 날, 가족들이 자신을 요양원으로 독립(?)시키려 한다는 청천벽력 같은 사실을 알게 된다. 뒤숭숭한 마음을 안고 밤길을 방황하던 할매 말순은 오묘한 불빛에 이끌려 ‘청춘 사진관’으로 들어간다. 난생 처음 곱게 꽃단장을 하고 영정사진을 찍고 나오는 길, 그녀는 버스 차창 밖에 비친 자신의 얼굴을 보고 경악을 금치 못한다. 오드리 헵번처럼 뽀얀 피부, 날렵한 몸매... 주름진 할매에서 탱탱한 꽃처녀의 몸으로 돌아간 것! 아무도 알아보지 못하는 자신의 젊은 모습에 그녀는 스무살 ‘오두리’가 되어 빛나는 전성기를 즐겨 보기로 마음 먹는데..."
1416,콜디스트 게임,Movie,2019,6.8,1시간 44분,스릴러,역사,스포츠,"Bill Pullman, Lotte Verbeek, Nicholas Farrell, Corey Johnson, Robert Więckiewicz, James Bloor",Łukasz Kośmicki,"1962년, 폴란드에서 열린 미국과 소련의 체스 대결. 소련의 챔피언에 대항해 미국은 천재 수학자를 투입한다. 하지만 그가 맡은 임무는 체스만이 아니었으니. 시합 뒤에 숨은 거대한 스파이 전쟁. 세계의 운명이 그의 손에 달렸다."
1417,마지막 게임,Movie,2020,5.2,1시간 56분,스릴러,범죄,드라마,"Anne Hathaway, Ben Affleck, Rosie Perez, Willem Dafoe, Edi Gathegi, Mel Rodriguez",Dee Rees,"대선을 앞둔 1980년대 미국, 한 저널리스트가 중앙아메리카의 무기 거래와 관련된 음모에 휘말린다. 아버지의 마지막 부탁을 거절해야 했을까. 분쟁 지역에서 일어나는 일을 집요하게 파헤쳐 온 기자. 그녀가 무기 거래에 휘말려 남미로 향한다. 엄청난 기삿감이라 믿으며."
1418,심야식당 2,Movie,2016,7.7,1시간 48분,드라마,,,"Kaoru Kobayashi, Aoba Kawai, Koichi Sato, Sosuke Ikematsu, Midoriko Kimura, Hijiri Kojima",Joji Matsuoka,"출판사 편집자로 일하는 노리코(가와이 아오바)는 우울한 날이면 상복을 입고 늦은 밤 심야식당을 찾아간다. 노리코에겐 스트레스를 푸는 작은 의식이다. 하지만 불행은 꼭 한꺼번에 몰려온다. 회사의 주요 프로젝트에서 제외된 일을 시작으로 연인, 가족 관계에서 문제가 잇따르자 노리코는 도쿄를 훌쩍 떠나버린다. 사연 있는 사람들이 이어서 심야식당을 방문한다. 메밀국숫집 아들이지만 우동을 더 좋아하는 세이타와 가업을 이끄는 엄마 세이코, 연락이 닿지 않는 아들을 기다리며 도쿄에 머무는 유키코 할머니와 그런 그녀에게 따뜻한 쉴 곳을 마련해주는 미치루(다베 미카코)다."
1419,연가시,Movie,2012,7.1,1시간 49분,스릴러,드라마,SF,"Kim Myung-min, Moon Jeong-hee, Kim Dong-wan, Lee Ha-nee, Uhm Ji-sung, Kang Shin-il",Park Jung-woo,"고요한 새벽녘 한강에 뼈와 살가죽만 남은 참혹한 몰골의 시체들이 떠오른다. 이를 비롯해 전국 방방곡곡의 하천에서 변사체들이 발견되기 시작하는데… 원인은 숙주인 인간의 뇌를 조종하여 물 속에 뛰어들도록 유도해 익사시키는 ‘변종 연가시’. 짧은 잠복기간과 치사율 100%, 4대강을 타고 급속하게 번져나가는 ‘연가시 재난’은 대한민국을 초토화시킨다. 사망자들이 기하급수적으로 늘어나게 되자 정부는 비상대책본부를 가동해 감염자 전원을 격리 수용하는 국가적인 대응태세에 돌입하지만, 이성을 잃은 감염자들은 통제를 뚫고 물가로 뛰쳐나가려고 발악한다. 한편, 일에 치여 가족들을 챙기지 못했던 제약회사 영업사원 재혁은 자신도 모르는 사이에 연가시에 감염 되어버린 아내와 아이들을 살리기 위해 치료제를 찾아 고군분투한다. 그 가운데 그는 재난사태와 관련된 심상치 않은 단서를 발견하고 사건 해결에 나서게 되는데…"
1420,펠레,Movie,2021,8,1시간 48분,다큐멘터리,스포츠,,", , Pelé, Zagallo, Gilberto Gil, Benedita da Silva",David Tryhorn,"정치적으로 암울했던 시기의 브라질에서 온 국민에게 희망의 등불이 되어준 전설적 축구선수 펠레. 가난한 소년에서 혜성처럼 등장한 신예 스타, 나아가 모두가 추앙하는 국민적 영웅이 되기까지 그가 지나온 여정을 함께 걸어본다."
1421,라 야마다,Movie,2017,7.2,1시간 49분,코미디,MadeinEurope,,", , Macarena García, Anna Castillo, Belén Cuesta, Gracia Olayo",Javier Ambrossi,수녀님이 운영하는 캠프에 들어간 두 사춘기 소녀. 음악을 좋아하는 둘은 노래를 통해 신을 만나면서 혼돈과 방황 속에서 제자리를 찾아간다. 다 함께 뮤지컬 코미디 속으로!
1422,4등,Movie,2016,7.4,1시간 59분,드라마,스포츠,,"Yoo Jae-sang, Park Hae-jun, Lee Hang-na, Choi Moo-seong, Jung Ga-ram, You Chea-myung",Jung Ji-woo,"천재적인 재능을 가졌지만 대회만 나갔다 하면 4등을 벗어나지 못하는 수영 선수 준호. 하지만 1등에 대한 집착을 버리지 못하는 엄마의 닦달에 새로운 수영 코치 광수를 만난다. 심드렁한 표정으로 대회 1등은 물론, 대학까지 골라 가게 해주겠다고 호언장담한 광수는 엄마에게 연습 기간 동안 수영장 출입금지 명령까지 내리는데..."
1423,언브로큰: 패스 투 리뎀션,Movie,2018,7.2,1시간 38분,드라마,역사,,"Samuel Hunt, Merritt Patterson, Bob Gunton, Will Graham, David Sakurai, Vanessa Bell Calloway",Harold Cronk,제2차 세계 대전에서 돌아온 전직 올림픽 선수. 아름다운 여인과 결혼도 하고 자식도 얻었다. 전쟁의 기억은 모두 잊은 줄 알았다. 하지만 그 악몽이 떨쳐낼 수 없는 어둠으로 돌아와 그를 짓이긴다. 신앙이 한 줄기 빛을 비추기 전까지.
1424,파라메딕 앙헬,Movie,2020,6.5,1시간 34분,스릴러,액션,범죄,"Mario Casas, Déborah François, Guillermo Pfening, Celso Bugallo, Raúl Jiménez, Maria Rodríguez Soto",Carles Torras,"구급요원 앙헬. 사고로 다리를 쓸 수 없게 되자 세상이 온통 달라 보인다. 헌신적이던 애인도 어쩐지 수상하다. 가장 힘든 지금 나를 배신하려는 걸까? 그렇다면 용서할 수 없지. 의심은 갈수록 깊어지고, 지식은 복수심에 기름을 붓는다."
1425,불가사리 7,Movie,2020,7.3,1시간 43분,공포,,,"Michael Gross, Jon Heder, Jackie Cruz, Richard Brake, Caroline Langrishe, Cassie Clare",Don Michael Paul,"보호 구역으로 지정된 아름다운 섬. 짭잘한 사냥 관광 사업을 위해, 이곳에 한 기업가가 괴물 포식자를 들였다. 사람들이 괴물의 먹이가 되고 걷잡을 수 없는 상황이 전개된 건 당연지사. 전설의 괴물 사냥꾼 버트 거머가 나서야 할 땐가."
1426,마약왕,Movie,2018,6.9,2시간 19분,범죄,액션,드라마,"Song Kang-ho, Cho Jung-seok, Bae Doo-na, Kim So-jin, Kim Dae-myung, Lee Sung-min",Woo Min-ho,"마약도 수출하면 애국이 되던 1970년대 대한민국, 하급 밀수업자였던 이두삼은 우연히 마약 밀수에 가담했다가 마약 제조와 유통 사업에 본능적으로 눈을 뜨게 되면서 사업에 뛰어든다. 뛰어난 눈썰미, 빠른 위기대처능력, 신이 내린 손재주로 단숨에 마약업을 장악한 이두삼. 사업적인 수완이 뛰어난 로비스트 김정아가 합류하면서 그가 만든 마약은 '메이드인 코리아'라는 브랜드를 달게 된다. 마침내 이두삼은 대한민국을 넘어 아시아까지 세력을 확장하며 백색 황금의 시대를 열게 된다 한편, 마약으로 인해 세상은 점점 불안해지기 시작하고 승승장구하는 이두삼을 주시하는 한 사람 김인구가 움직이기 시작하는데…"
1427,크리스마스엔 죽인다,Movie,2020,5.2,1시간 46분,스릴러,코미디,범죄,"Kostja Ullmann, Alli Neumann, Detlev Buck, Peter Kurth, Sophia Thomalla, Anika Mauer",Detlev Buck,"크리스마스를 앞두고, 하룻밤을 보낸 여자와 시골 여행에 나선 남자. 숲에서 살인 미수 현장을 목격하고 도망자 신세가 된다. 여자와도 헤어진 채, 아무도 모르는 촌구석에서 살인 미수범들에게 쫓기는데. 이런 죽이는 크리스마스는 처음이야."
1428,서바이벌 캠프,Movie,2020,6.7,1시간 23분,스릴러,액션,,"Réal Bossé, Marc-André Grondin, Guillaume Laurin, Marie-Evelyne Lessard, Marc Beaupré, Marilyn Castonguay",Patrice Laliberté,시골 외딴 마을에서 진행된 서바이벌 캠프. 사고로 한 참가자가 죽었다. 살인죄를 뒤집어쓰지 않기 위해 입을 다물기로 한 사람들. 하지만 비밀은 오래가지 않는 법. 누군가가 캠프를 탈출해 경찰에 알리려 한다.
1429,덕 버터: 우리가 사랑이라 부르는 것,Movie,2018,6.1,1시간 34분,로맨스,코미디,드라마,"Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Kumail Nanjiani",Miguel Arteta,솔직하지 않은 관계는 싫어. 첫눈에 반한 두 여자가 실험적 연애에 도전한다. 24시간을 온전히 함께하며 사랑을 나누는 거야. 호기롭게 출발한 실험은 어떤 결말을 보여줄까.
1430,베를린 콜링,Movie,2008,7.6,1시간 45분,드라마,MadeinEurope,음악,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Megan Gay, Dirk Borchardt",Hannes Stöhr,베를린에서 활동하는 언더그라운드 테크노 DJ이자 작곡자인 마틴(DJ 이카루스)은 매니저이자 여자친구인 마틸드와 함께 전세계의 클럽을 돌며 공연 중이고 그의 커리어에서 가장 큰 규모의 앨범을 발매하기 직전이다. 그러나 이 모든 계획은 그가 공연이 끝난 뒤 약에 중독되어 정신과 병동 응급실로 실려가면서 위기에 처한다.
1431,대호,Movie,2015,8.1,2시간 19분,스릴러,판타지,드라마,"Choi Min-sik, Jeong Man-sik, Kim Sang-ho, Seong Yu-bin, Jung Suk-won, Ren Osugi",Park Hoon-jung,"1925년, 조선 최고의 명포수로 이름을 떨치던 천만덕은 더 이상 총을 들지 않은 채, 지리산의 오두막에서 늦둥이 아들 석과 단둘이 살고 있다. 만덕의 어린 아들 석은 한 때 최고의 포수였지만 지금은 사냥에 나서지 않는 아버지에게 불만을 품는다. 한편, 마을은 지리산의 산군(山君)으로 두려움과 존경의 대상이자, 조선의 마지막 호랑이인 대호를 찾아 몰려든 일본군 때문에 술렁이고, 도포수 구경은 ‘대호’ 사냥에 열을 올린다."
1432,12년의 밤,Movie,2018,8.1,2시간 2분,드라마,범죄,역사,"Antonio de la Torre, Chino Darín, Alfonso Tort, César Troncoso, Soledad Villamil, Sílvia Pérez Cruz",Álvaro Brechner,"1973년 9월, 군부독재에 맞선 투파마로 게릴라단은 급습을 당하고 투옥된다. 그들은 연이은 고문을 참아내고 자유에의 갈망을 안은 채 12년의 감옥 생활을 이겨내야 한다. 우루과이 전 대통령인 호세‘ 페페’ 무히카 등 실존인물들의 삶을 바탕으로 한 감동의 정치 드라마."
1433,포 페더스,Movie,2002,7.2,2시간 12분,로맨스,액션,전쟁,"Heath Ledger, Wes Bentley, Kate Hudson, Djimon Hounsou, Alex Jennings, Michael Sheen",Shekhar Kapur,"해리는 장군 아버지 밑에서 어릴적부터 전쟁 얘기만 듣고 자란 노스 서레이 연대의 청년 대위이다. 하지만 해리는 군대 생활이 싫어서 사표를 내고 약혼녀 에스니와 평범한 생활을 하길 원한다. 내일이면 군대를 떠나려고 마음먹고 약혼식 무도회를 열고 있는 도중 수단과의 전쟁 소집 명령서가 떨어진다. 해리는 명령서를 불에 태우는데 그것을 본 동료 장교들이 비겁한 겁쟁이라는 뜻의 하얀 깃털을 보내오고 약혼녀 에스니도 하얀 깃털을 주고 떠난다.
 해리는 겁쟁이라는 오명을 씻기 위해 수단으로 가서 친구들을 하나하나 찾아다니며 그들이 위험에 처했을 때 그들의 생명을 구해주면서 깃털을 하나씩 돌려주는데..."
1434,더 라스트 데이즈,Movie,1998,8.5,1시간 27분,전쟁,다큐멘터리,드라마,"Bill Basch, Martin Basch, Randolph Braham, Tom Lantos, Alice Lok Cahana, Irene Zisblatt",James Moll,제2차 세계대전의 마지막 날까지 전쟁보다 유대인 말살에 힘을 쏟은 히틀러. 이 상황에서 홀로코스트라는 공포를 견딘 헝가리 유대인 5인의 처절한 사연을 다룬다. 오스카상을 수상한 다큐멘터리.
